Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Sex,Units,ValueType
12,12.2,12.2.1,EN_MAT_FTPRPG,Australia and New Zealand,2006,0.9,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,New Zealand,2006,0.91,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Landlocked developing countries (LLDCs),2006,4.52,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Small island developing States (SIDS),2006,2.13,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Organisation for Economic Co-operation and Development (OECD) Member States,2005,0.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Côte d'Ivoire,2006,1.15,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ghana,2006,3.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Guinea,2006,6.58,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Cape Verde,2006,2.31,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Burkina Faso,2006,6.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,United States of America,2005,0.77,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Canada,2005,0.78,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Gambia,2006,7.14,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",2005,1.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Southern Asia (excluding India),2005,3.78,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Northern America,2005,0.77,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,San Marino,2005,0.92,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Montenegro,2005,1.99,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Australia,2008,0.91,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Australia and New Zealand,2008,0.9,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,New Zealand,2008,0.89,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Landlocked developing countries (LLDCs),2008,4.15,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Malta,2005,1.35,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Small island developing States (SIDS),2008,2.09,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Gambia,2008,5.68,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ghana,2008,3.5,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Guinea,2008,7.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Estonia,2008,1.87,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Iceland,2008,0.59,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ireland,2008,0.72,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Côte d'Ivoire,2008,1.01,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mali,2006,8.02,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Italy,2005,0.71,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Central America,2005,1.22,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,World,2005,1.26,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Northern America and Europe,2005,0.8,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Haiti,2005,2.56,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Dominican Republic,2005,1.23,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Jamaica,2005,2.33,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Cuba,2005,1.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Belize,2005,2.49,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Barbados,2005,1.43,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Antigua and Barbuda,2005,2.47,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,El Salvador,2005,1.71,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Costa Rica,2005,1.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Honduras,2005,2.49,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Guatemala,2005,1.76,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Trinidad and Tobago,2005,0.48,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Bahamas,2005,1.25,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mauritania,2006,3.14,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Liberia,2006,5.61,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Nigeria,2006,1.43,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,United Arab Emirates,2008,1.46,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Libya,2008,0.42,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Egypt,2008,3.85,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Morocco,2008,1.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Tunisia,2008,1.64,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Algeria,2006,0.78,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Turkey,2008,1.61,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Yemen,2006,1.34,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,United Arab Emirates,2006,1.07,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Libya,2006,0.47,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Estonia,2005,1.86,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Finland,2005,1,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Bosnia and Herzegovina,2005,2.62,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Southern Europe,2005,1.01,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Turkey,2006,1.61,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Albania,2005,2.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Syrian Arab Republic (Syria),2008,2.14,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Algeria,2008,0.83,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sierra Leone,2008,5.8,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Philippines,2008,2.74,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Myanmar,2008,4.36,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Malaysia,2008,2.52,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Lao PDR,2008,6.66,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Jordan,2008,2.93,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Yemen,2008,1.41,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Kuwait,2008,1.61,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Iraq,2008,1.83,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Israel,2008,0.81,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Oman,2008,1.11,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Qatar,2008,0.57,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Lebanon,2008,2,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Saudi Arabia,2008,0.88,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Georgia,2008,3.65,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Romania,2008,2.7,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Greece,2005,1.45,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,United Kingdom,2005,0.58,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Vanuatu,2006,4.45,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Iraq,2006,1.64,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Israel,2006,0.85,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Oman,2006,1.11,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Qatar,2006,0.52,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Lebanon,2006,2.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Polynesia,2006,1.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Syrian Arab Republic (Syria),2006,2.2,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Oceania (exc. Australia and New Zealand),2006,1.59,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Togo,2006,6.7,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Fiji,2006,2.03,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Melanesia,2006,1.72,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Papua New Guinea,2006,2.65,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Niger,2006,11.08,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Saudi Arabia,2006,0.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Croatia,2005,1.47,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Samoa,2006,4.19,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eastern Africa,2006,4.13,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sweden,2005,0.6,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Lithuania,2005,2.84,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Latvia,2005,2.48,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Norway,2005,0.53,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Moldova,2005,0.15,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Poland,2005,1.87,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Burundi,2006,12.66,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Czech Republic,2005,1.57,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Kuwait,2006,1.44,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Georgia,2006,3.48,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Egypt,2006,3.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Morocco,2006,1.35,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Tunisia,2006,1.7,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sub-Saharan Africa,2006,2.31,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Hungary,2005,1.53,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Slovenia,2003,1.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Russian Federation,2008,1.41,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ukraine,2008,3.19,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Madagascar,2007,2.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eritrea,2007,4.66,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ethiopia,2004,0.31,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Djibouti,2004,3.59,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eritrea,2004,3.91,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Malawi,2004,3.17,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mauritius,2004,2.79,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mozambique,2004,4.12,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Rwanda,2004,7.04,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Gabon,2004,0.69,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Chad,2004,2.39,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Djibouti,2007,3.73,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ethiopia,2007,0.36,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Kenya,2007,4.53,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Uganda,2007,6.11,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Seychelles,2007,2.52,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Somalia,2007,14.21,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sri Lanka,2009,1.49,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Zimbabwe,2009,1.26,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Central African Republic,2002,5.24,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Lesotho,2004,4.65,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Botswana,2004,2.91,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Southern Africa,2004,1.9,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Malawi,2007,3.1,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sao Tome and Principe,2004,7.64,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Namibia,2004,1.87,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Congo (Brazzaville),2004,1.35,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,"Congo, (Kinshasa)",2004,7.96,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Cameroon,2007,1.75,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Central African Republic,2007,6.6,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Angola,2007,1.03,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,South Africa,2004,1.82,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mauritius,2007,2.65,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mozambique,2007,3.34,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Rwanda,2007,7.73,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Jamaica,2003,2.18,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Cuba,2003,2.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Barbados,2003,1.23,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Antigua and Barbuda,2003,2.49,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Bahamas,2003,1.25,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Honduras,2003,2.68,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Haiti,2003,2.21,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Guatemala,2003,1.73,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,El Salvador,2003,1.89,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Trinidad and Tobago,2003,0.51,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Central America,2003,1.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Belize,2003,2.69,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,"Macedonia, Republic of",2003,2.76,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Western Europe,2003,0.62,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Costa Rica,2003,1.36,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eastern and South-Eastern Asia,2009,2.55,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Dominican Republic,2003,1.25,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,South America,2003,2.13,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Gabon,2007,0.76,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,"Congo, (Kinshasa)",2007,7.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Middle Africa,2004,2.31,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Kenya,2004,4.6,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Madagascar,2004,2.27,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Uganda,2004,6.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Panama,2003,1.82,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Seychelles,2004,2.38,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Angola,2004,1.02,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Uganda,2009,5.59,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Suriname,2009,2.77,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Venezuela (Bolivarian Republic),2009,1.31,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Nicaragua,2003,3.26,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mexico,2003,1.21,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Somalia,2004,14.73,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eastern Asia,2009,2.48,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Zambia,2004,4.41,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Zimbabwe,2004,2.1,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Angola,2002,1.06,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Cameroon,2002,1.8,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sub-Saharan Africa,2008,2.15,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Pakistan,2007,3.62,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Nepal,2007,4.96,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eastern Asia,2007,2.12,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Malawi,2002,3.62,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Sri Lanka,2007,1.48,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Zimbabwe,2007,2.03,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Middle Africa,2007,2.15,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Zambia,2007,3.78,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Gambia,2002,6.09,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Côte d'Ivoire,2002,1.21,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Ghana,2002,3.19,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eastern and South-Eastern Asia,2007,2.22,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Guinea,2002,7.94,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Georgia,2008,3.65,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Eastern Africa,2008,3.68,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Denmark,2008,0.54,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Northern Europe,2008,0.61,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Portugal,2005,1.15,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Serbia,2005,2.54,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Slovenia,2005,1.3,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Togo,2002,5.71,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Burundi,2008,9.67,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Niger,2002,8.91,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mauritania,2002,4.23,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mali,2002,7.31,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Liberia,2002,3.28,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Cape Verde,2008,1.99,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Burkina Faso,2008,6.41,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Tunisia,2008,1.64,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Nigeria,2002,1.53,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Slovakia,2008,3.14,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Swaziland,2002,3.53,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Benin,2002,3.21,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Rwanda,2002,7.42,Float,All,A,T,C,Total,Kg,P
12,12.2,12.2.1,EN_MAT_FTPRPG,Mauritius,2002,2.8,Float,All,A,T,C,Total,Kg,P
